store_uid,store_id,store_number,name,address,lat,lng,open_time,close_time,store_type,has_tx
1898,3615,272558,Pizza Com Paknam,"No.31,35 Srisamut Rd., Paknam, Muang Samutprakarn, Samutprakarn 10270",13.5969990,100.5969760,,,DLC,False
1894,3610,272150,Pizza Com Lotus Samutprakarn,"Tesco Lotus Samutprakarn No.156/6 Sailuad Rd., Paknam, Muang, Samutprakarn 10270",13.5877430,100.5980260,,,RBD,False
1139,1264,201021,Pizza Com Imperial World Samrong,"Imperial Samrong Room AB 11, 21, 22 No.999 Sukhumvit Rd., Samrongnuea, Mueng,  Samutprakran 10270",13.6506280,100.5955510,10:00:00,21:00:00,RBD,False
1149,1766,203144,Pizza Com Lotus Bangpoo,"Tesco Lotus Bangpoo No.2502 Moo 3, Bangpu Mai, Muang, Samutprakan 10280",13.5199400,100.6675960,10:00:00,22:00:00,DLC,False
321,1422,203098,Pizza Com Prekkasa,"No.999, 999/1 Moo 5, Preakksa, Mueng, Samutprakarn 10280",13.5902600,100.6589730,10:00:00,22:00:00,DLC,False
398,1444,270092,Pizza Com Lotus Srinakarin,"Tesco Lotus Srinakarin No.9 Moo 6 Srinakarin Rd., Bangmuengmai, Mueng, Samutprakan 10270",13.6201300,100.6206340,10:00:00,22:00:00,RBD,False
276,1280,203028,Pizza Com Teparak,"No.1698/4-5 Moo 6 Tapharak, Mueng, Samutprakarn 10270",13.6219750,100.6380680,10:00:00,22:00:00,DLC,False
96,2467,201118,Pizza Com Robinson Samutprakan,"Robinson Samutprakan Room 210–211 No.789 Moo 2, Tai Banmai, Muang, Samutprakan 10280",13.5831760,100.6085470,10:00:00,21:00:00,RBD,False
231,2845,203227,Pizza Com PTT Klongkud,"PTT Klongkud Station No.915 Moo 2 Prakasa, Muaeng, SamutprakanCity 10270",13.5635220,100.6928410,,,DLC,False
132,1442,270501,Pizza Com Big C Bangplee,"Big C Super Center Bangplee Room 2CR204, No.89 Moo 9, Taeparak KM.13 Rd., Bangplee Yai, Bangplee, Samutprakan 10540",13.6030510,100.7072010,10:00:00,22:00:00,RBD,False
1202,3024,203228,Pizza Com ATT U Park Bangna-Trad KM.12,"ATT U Park Suvannaphoom Bangna-Trad KM.12 Rd., Bangplee, Bangplee, Samuthprakarn 10540",13.6324730,100.7159440,,,DLC,False
585,1425,203100,Pizza Com PTT Bangna-Trad Km.34,"PTT Bangna Km.34 No.40/5 Moo 13 Bangna-Trad Rd., Bangkaeo, Bangplee, Samuthprakarn 10540",13.5731140,100.9104020,10:00:00,22:00:00,DLC,False
172,2828,203226,Pizza Com Thai Watsadu Bangna,"No.54 Bangna-Trad Rd., Bangkaew, Bangplee, Bangkok 10540",13.6519800,100.6769950,,,DLC,False
544,1602,270241,Pizza Com Mega Bangna,"Mega Bangna 2nd Floor, Room 2126, No.39 Moo 6, Bangna-Trad Rd., Bangkaeo, Bangplee, Samutprakarn 10540",13.6481400,100.6815780,10:00:00,22:00:00,FSR,False
1163,1432,203104,Pizza Com Shell Bangna-Trad Km.18,"Shell Bangna Km.18 Station No.18/2 Moo 7 Bangna Km.18 Rd., Bangchalong, Bangplee,  Samutprakarn 10540",13.6136200,100.7547610,10:00:00,22:00:00,DLC,False
532,1429,203107,Pizza Com PTT Kingkaew Soi 11,"PTT Kingkaew Soi 11 Service Station No.130/3-5 Moo 12 Kingkeaw Rd., Rachateva, Bangplee, Samutprakarn 10540",13.6582400,100.7169010,10:00:00,22:00:00,DLC,False
399,1289,270093,Pizza Com Big C Suksawat,"Big C Super Center Suksawat No.94 Moo 18 Suksawat Rd., Bangnampueng, Prapadaeng, Samutprakarn 10130",13.6538300,100.5221520,10:00:00,21:00:00,FSR,False
348,1768,203145,Pizza Com Prapadang 2,"No.122/13-14 Moo 16 Nakhon Khuean Khan Rd., Bangphueng, Prapadang, Samutprakarn 10130",13.6600250,100.5218720,10:00:00,22:00:00,DLC,False
504,1409,203086,Pizza Com Poochaosamingpray,"No.221/5 Moo 8 Poochaosamingpai Rd., Samrongklang, Phapadang, Samutprakarn 10130",13.6444350,100.5872900,10:00:00,22:00:00,DLC,False
99,1288,203034,Pizza Com Prasamutjaydee,"No.107/3-4 Suksawat Rd., Pakklongbangplakod, Prasamutjaydee, Samutprakarn 10290",13.5946290,100.5790510,10:00:00,22:00:00,DLC,False
233,1410,203085,Pizza Com PTT Bangna-Trad Km.25,"PTT Bangna Km.23 Station No.94/650 Moo 2 BangSaothong, Bangsaothong, Minor District, Samutprakarn 10540",13.5911720,100.8265680,10:00:00,22:00:00,DLC,False
535,2559,203213,Pizza Com Kaha Bangplee,"No.200/12-13 Moo 1, Bangsaotong, Bangsaotong, Sanmuthprakarn 10540",13.5847300,100.7957340,10:00:00,22:00:00,DLC,False
2650,4169,272182,Pizza Com Big C Tiwanon,"No. 9/9 Big C Super Center Tiwanon Moo 5 Tiwanon Rd, Talat Kwan, Mueang Nonthaburi District, Nonthaburi 11000",13.8448770,100.5105490,,,FSR,False
529,1306,203041,Pizza Com Nonthaburi,"No.59 Pracharad Rd., Taladkwang, Mueng, Nonthaburi 11000",13.8437310,100.5049810,10:00:00,00:30:00,DLC,False
502,1393,203076,Pizza Com Ngamwongwan,"No.9/11 Moo 2 Ngamwongwan Rd., Bangkhen, Mueang, Nonthaburi 11000",13.8574990,100.5362280,10:00:00,22:00:00,DLC,False
576,1302,201019,Pizza Com The Mall Ngamwongwan,"The Mall Ngamwongwan Room 1F-C1 No.30/39-30/50 Ngamwongwan Rd., Bangkhen, Mueng, Nonthaburi 11000",13.8554880,100.5421800,10:00:00,21:00:00,FSR,False
126,1405,270231,Pizza Com Central Rattanathibet,"Central Rattanathibet 3rd Floor Room A1 No.68/100 Moo 8 Rattanathibet Rd., Bang kra-so, Muaeng, Nonthaburi  11000",13.8659090,100.4969820,10:00:00,21:00:00,FSR,False
1148,1763,203138,Pizza Com Manor Sanambin-Nam,"Manor Avenue Room 559 No.102-103 Sanambin-Nam Rd. , Bangkrasor, Muang, Nonthaburi 11000",13.8812300,100.4865510,10:00:00,22:00:00,DLC,False
1152,2600,203216,Pizza Com Samakke,"No.620/1 Samakke Rd., Tasai, Mueng, Nontaburi 11000",13.8802650,100.5448750,,,DLC,False
531,1420,203094,Pizza Com Tha-IT,"No.99/134 Moo 2 Soi Thait, Rattanathibej Rd., Saima,  Mueng, Nonthaburi 11000",13.8843240,100.4590490,10:00:00,22:00:00,DLC,False
103,2843,272532,Pizza Com Nakorn in,"No.35/3 Moo 4, Room 3-5, Bang Si Thong, Bang Kruai, Nonthaburi 11130",13.8238770,100.4791644,,,DLC,False
397,1368,270091,Pizza Com Lotus Bangyai,"Tesco Lotus Bangyai No.90 Moo 5 Kanjanaphisek Rd., Bangkoowieng, Banggruey, Nonthaburi 11130",13.8235760,100.4096640,10:00:00,22:00:00,RBD,False
1190,2954,272110,Pizza Com The Crystal Ratchapruek,"No. 64/99 Ratchapruek Road,Tambon Mahasawat,Bangkruay,Nonthaburi,Thailand 11130",13.8095504,100.4483441,,,FSR,False
330,1758,203135,Pizza Com Chaophraya Plaza,"Chaopraya Plaza No.67-67/1 Moo 10, Bangkruay-Sainoi Rd., Banglan, Bangyai, Nonthaburi 11000",13.8454161,100.4399338,10:00:00,22:00:00,DLC,False
1174,2266,201110,Pizza Com Central Westgate,"Central West Gate 3rd Floor Room 345 No.199, 199/1-2 Moo 6 Rattanathibet Rd., Saotonghin, Bangyai, Nonthaburi 11140",13.8767980,100.4112210,10:00:00,22:00:00,FSR,False
458,2564,272506,Pizza Com Taladnam Bangkulad,"Taladnam Bangkulad No.59/16 Moo 4, Kanchanapisek Rd., Bangyai, Bangyai, Nonthaburi 11140",13.8409190,100.3641370,10:00:00,22:00:00,DLC,False
2658,4176,203245,Pizza Com PTT Sribuathong,"No. 46/21 PTT Bangkuai-Sai Noi (Arrival) M.4 Bangkruai-Sai Noi Rd. , Sono Loy ,Bang Bua Thong, Nonthaburi 11110",13.9145237,100.4223787,,,DLC,False
1155,1308,203043,Pizza Com PTT Sainoi,"PTT Sainoi Service Satation No.888 Moo 1, Bangkruay-Sainoi Rd., Bangbuathong, Bangbuathong, Nonthaburi 11110",13.9366300,100.3949620,10:00:00,22:00:00,DLC,False
347,1767,203141,Pizza Com The One Park,"The One Park No.97/1 Moo 8 Watratpradu Rd., Bangruk Pattana, Bangbuathong, Nonthaburi 11110",13.9098050,100.3870480,10:00:00,22:00:00,DLC,False
550,2416,203199,Pizza Com Big C Bangyai,"Big C Extra Super Center Bangyai 1st Floor Room GCR 114 No.9/9 Moo 11 Kanchanapisek Rd., Bangrakpattana, Bangbuathong, Nonthaburi 11110",13.8830420,100.4080590,10:00:00,22:00:00,DLC,False
1127,1232,203017,Pizza Com Pakkret,"No.89/25-26 Soi Changwattana-Pakkret 10, Changwattana Rd., Pakkret, Pakkret, Nonthaburi 11120",13.9091750,100.5004920,10:00:00,00:30:00,DLC,False
1403,3247,272123,Pizza Com Big C Chaengwattana 2,"Big C Super Center Changwattana 2 No.112 Moo 5, Chaengwattana Rd., Pak Kret, Pak Kret, Nonthaburi 11120",13.9059491,100.5146811,,,FSR,False
379,2436,203206,Pizza Com The Portal Impact,"No.92 Popular Rd., Banmai, Pakred, Nonthaburi 11120",13.9121030,100.5480570,10:00:00,22:00:00,DLC,False
279,2568,201128,Pizza Com Robinson Srisamarn,"Robinson Srisamarn No.99 Moo 1, Banmai, Pakkret, Nonthaburi 11120",13.9398700,100.5528070,10:00:00,22:00:00,RBD,False
477,1319,203052,Pizza Com Sammakorn Ratchapruck,"Pure Place Ratchapruk 1st Floor Room A2-A5 No.62/26-32 Ratchapruk Rd., Oamkret, Pakkret, Nonthaburi 11120",13.9125110,100.4495020,10:00:00,22:00:00,DLC,False
2494,4129,272176,Pizza Com Robinson Ratchaphruek,"No. 19/11 Moo 4 FL.G , Ratchapruek Road , Khlong Khoi Sub District Pak Kret District Nonthaburi 11120",13.9357000,100.4574300,,,FSR,False
480,1438,203123,Pizza Com Muangthongthanee,"No.58/100, 58/102 Moo 3 Changwattana Rd., Klongklua, Prakkret, Nonthaburi 11120",13.9053440,100.5378930,10:00:00,00:30:00,DLC,False
2212,3833,272153,Pizza Com Lotus Pathumthani,"Tesco Lotus Pathumthani No.21/49 Phathum-Samkhok Rd., Bangprok, Muang, Phathumthami 12000",14.0207420,100.5266050,,,FSR,False
299,1391,203075,Pizza Com PTT Petra,"PTT Petra Service Station No.140 Moo 2, Tiwanon Rd., Ban-Klang, Muang, Pathumthani 12130",14.0067280,100.5532670,10:00:00,22:00:00,DLC,False
207,1760,203142,Pizza Com Nuanchawee,"No.127/2 Moo 7, Krungthep-Pathumthani Rd., Bangkuwat, Pathumthani, 12000",13.9633560,100.5132420,10:00:00,22:00:00,DLC,False
111,1381,203068,Pizza Com Nawanakorn,"No.110/7-10 Moo 13 Phahonyothin Rd., Klongnueng Klongluang Phathumthani 12120",14.1182910,100.6181210,10:00:00,22:00:00,DLC,False
522,2207,203178,Pizza Com BU Rangsit,"No.19/2 Moo 3, Khlong Song, Khlong Luang, Pathum Thanii 12120",14.0271050,100.6153790,10:00:00,22:00:00,DLC,False
1153,1418,203096,Pizza Com Klongluang,"No.7/39-40 Moo 7 Klongluang Rd., Klongsong Klongluang Pathumthani 12120",14.0657961,100.6447045,10:00:00,00:30:00,DLC,False
326,1439,203128,Pizza Com Thanya Klong 3,"No.42/4 Moo 3, Leab Klong 3 Rd., Klongsam, Klongluang, Pathumthani 12120",14.0301380,100.6635230,10:00:00,22:00:00,DLC,False
271,1274,203024,Pizza Com Rangsit Market,"Rangsit Market No.8 Soi Rangsit-Pathumthani 5, Rangsit-Pathumthani Rd., Prachatipat, Thanyaburi,  Pathumthani 12130",13.9870880,100.6131270,10:00:00,00:30:00,DLC,False
579,1590,201030,Pizza Com Future Park Rangsit,"Future Park Rangsit B Fl. No.161 Moo 2 Phaholyothin Rd., Prachathipat, Thayaburi, Pathumthani 12110",13.9890650,100.6179280,10:00:00,21:00:00,FSR,False
327,1440,203110,Pizza Com Muang-Ake,"No.40-42 Soi Phaholyothin 87, Phahonyothin Rd., Prachathipat, Thanyaburi,  Pathumthani 12130",13.9683000,100.6160000,10:00:00,22:00:00,DLC,False
492,1395,270401,Pizza Com Lotus Klong 3,"Tesco Lotus Rangsit Nakornnayok No.90 Moo 2 Rangsit-Nakornnayok Rd., Bueng Yitho, Thanyaburi, Pathum Thani 12110",14.0014870,100.6811400,10:00:00,21:00:00,RBD,False
316,1427,203102,Pizza Com Rangsit Klong 10,"No.40/2 Moo 4 Buengsanan, Thanyaburi, Pathumthani 12110",14.0566360,100.8345680,10:00:00,22:00:00,DLC,False
2087,3798,272559,Pizza Com Ladlumkaew,"No. 89/24-25 Moo 1 Kooklang, Ladlumkaew, Pratumtanee 12140",14.0511850,100.4404670,,,DLC,False
188,2605,203215,Pizza Com Nana Place,"Nana Place No.21/11 Moo 6 Lamlookka 11, Koo Kot, Lamlookka. Prathumthani 12130",13.9673950,100.6432090,,,DLC,False
1395,3238,272122,Pizza Com Zeer Rangsit,"Zeer Rangsit Floor B. 99  Phahonyothin Road,  Moo.8 ,Tambon Khukhot, Lamlukka,Pathum Thani,Thailand 12130",13.9615830,100.6228420,,,FSR,False
296,1315,203048,Pizza Com Lumlukka Klong 3,"No. 169/3,4 Moo 3 Lumlukka Rd., Kukot, Lumlookka, Pathumthani 12130",13.9329108,100.6550142,10:00:00,00:30:00,DLC,False
490,1414,270055,Pizza Com Big C Lumlukka,"Big C Super Center Lumlukka Klong 6, Room 101A, No.10 Moo 12, Lumlukka Rd., Bueng Kham Phroi, Lumlukka, Pathumthani 12150",13.9346270,100.7145350,10:00:00,22:00:00,RBD,False
1177,3029,272540,Pizza Com Lumlukka Klong 8,"เลขที่ 88/64 Moo 5 lumlukka, Lumlukka, Pathumthani 12150",13.9448790,100.7761460,,,DLC,False
1464,3330,272139,Pizza Com Amporn Ayutthaya,"No.10/1 Amporn Ayutthaya, Nareasuan Rd. Horrattanachai, Phranakornsir Ayutthaya Ayutthaya 13000",14.3595230,100.5784270,,,RBD,False
2339,3965,272162,Pizza Com Central Ayutthaya,"No.129/1-3 Floor 2 Room 274  Moo 3  Khlong suanplu, Pranakhon Si Ayutthaya , Pranakhon Si Ayutthaya 13000",14.3315962,100.6122823,,,RBD,False
1463,3329,272138,Pizza Com Ayutthaya Park,"Ayutthaya Park Room G20, No.126 Moo 3, Klongsuanplu, Phranakornsri Ayutthaya, Ayutthaya 13000",14.3358820,100.6099640,,,RBD,False
2390,4010,272564,Pizza Com Tharuea Ayutthaya,"No. 48/5 ,48/6 Tharuea-Tharan Road (South) ,Tharuea ,Tharuea, Pranakhon Si Ayutthaya 13130",14.5666810,100.7200510,,,DLC,False
1205,3042,272541,Pizza Com PTT Nakhonluang Ayutthaya,"PTT Nakhonluang Station No.203 Moo 4, Bangrakum, Nakhonluang, Ayuthaya 13260",14.4688890,100.5964630,,,DLC,False
173,2609,272514,Pizza Com Bang Pa-In Ayutthaya,"No.333/16 Moo 11 Mooban Phoomsirir 2, Banlen, Bangpain, Ayudthaya 13160",14.2167040,100.5781210,,,DLC,False
501,2661,272528,Pizza Com Wangnoi Ayutthaya,"PTT Wongnoi Ayutthaya Station No.12/3 Moo 3 Lumtasao, Wangnoi, Phranakornsri Ayutthaya 13170",14.2351680,100.7236660,,,DLC,False
584,2969,272538,Pizza Com Sena Ayutthaya,"No.401/15 Taksin Sena Rd., Sena, Sena, Phranakhonsi Ayutthaya 13110",14.3257350,100.4042380,,,DLC,False
1465,3331,272550,Pizza Com Ayutthaya Uthai,"No.25/12-13 Moo 6 Kanham, Uthai, Phranakornsri Ayuthaya 13210",14.3319530,100.6544160,,,DLC,False
2300,3949,272160,Pizza Com Lotus Angthong,"Tesco Lotus Angthong No.73, Bypass 1 Rd.,Pho Sa, Muang Angthong, Angthong 14000",14.5807260,100.4603020,,,RBD,False
2430,4052,272166,Pizza Com Robinson Lopburi,"Robinson Lopburi Room 105, No.555/5, Moo 4, Kok-Ko, Mueng, Lopburi 15000",14.7749465,100.6926987,,,RBD,False
2429,4051,272165,Pizza Com Big C Lopburi,"Big C Super Center Lopburi, Room 210-213, No.2, Moo 1, Thasala, Muang, Lopburi 15000",14.7943320,100.6718910,,,RBD,False
319,2653,272522,Pizza Com Lotus Khoksamrong Lopburi,"Tesco Lotus Khoksamrong No.122/1, Khoksamrong, Khoksamrong, Lopburi 15120",15.0590838,100.7181703,,,DLC,False
2431,4053,272167,Pizza Com Chaisaeng Singburi,"No.910 Khun Chan Rd., Bangpudsa, Muang, Singburi 16000",14.8965570,100.3994430,,,RBD,False
439,2118,270631,Pizza Com Lotus Chainat,"Tesco Lotus Chainat, No.364/25, Chainat-Suphanburi Rd., Ni-Muaeng, Muaeng, Chainat 17000",15.1828110,100.1330120,10:00:00,21:00:00,RBD,False
400,1314,270094,Pizza Com Lotus Saraburi,"Tesco Lotus Saraburi No.91/3 Mittaparp Rd., Pakpure, Mueng, Saraburi 18000",14.5215920,100.9226410,10:00:00,21:00:00,FSR,False
80,2596,272511,Pizza Com Saraburi Hospital,"No.20/1, 20/2 Tessaban 4 Rd., Pak Preaw, Mueng, Saraburi 18000",14.5353070,100.9161120,10:00:00,21:00:00,DLC,False
404,2114,270095,Pizza Com Robinson Saraburi,"Robinson Saraburi No.99, Moo 7, Mitrapab Rd., Talingchan, Muang, Saraburi 18000",14.5417250,100.9510060,10:00:00,21:00:00,RBD,False
174,2635,272520,Pizza Com Nongkhae Saraburi,"No.89/2, 3 Setsamphan Rd., Nong Khae, Nong Khae, Saraburi. 18140",14.3422500,100.8671400,,,DLC,False
1185,2434,203204,Pizza Com Bangplasoi,678/12 Sukhumvit Road Tumbon Bangplasoi Amphur Muang Chonburi 20000,13.3680110,100.9919380,10:00:00,22:00:00,DLC,False
575,1298,201024,Pizza Com Robinson Chonburi,"888 Robinson Chonburi Floor 1 Moo 3, Sookprayoon, Donhualor, Chonburi, Chonburi, 20000",13.4057727,101.0408370,10:00:00,21:00:00,RBD,False
206,1365,201072,Pizza Com Bangsaen,"No.278/2 Longhadbangsaen Rd., Sansuk, Mueng, Chonburi 20000",13.2868350,100.9259680,10:00:00,21:00:00,RBD,False
479,1572,203092,Pizza Com Amata,"96/19 Moo 6 Donhuaro,Mueng Chonburi 20000",13.4297380,101.0378540,10:00:00,22:00:00,DLC,False
438,2557,270612,Pizza Com Lotus Plus Mall Amatanakorn,No.700/75 Moo.5 Klongtumru Muang Chonburi 20000,13.4262720,101.0043760,10:00:00,21:00:00,RBD,False
112,1573,203130,Pizza Com Phraya Satja,"No.112/3-4 Moo 1, Soi Nartmonsewe 11, Phrayasatja Rd., Mueng, Chonburi 20000",13.3423570,100.9618590,10:00:00,22:00:00,DLC,False
534,1596,201081,Pizza Com Central Chonburi,"Central Chonburi Room 338-40 3rd Floor, No.55/88-89 Moo 1 Samet, Muang, Chonburi 20000",13.3367910,100.9689920,10:00:00,21:00:00,FSR,False
138,2371,270771,Pizza Com Lotus Banbueng,"No.64 Banbueng-Bankai Rd., Banbueng Sub-District, Banbueng District, Chinburi 20170",13.3051540,101.1215190,10:00:00,21:00:00,RBD,False
105,1761,203134,Pizza Com Jomtien,"No.324/32 Moo 12 Chaiyapueknongbue Rd., Nongbue, Banglamung, Chonburi 20150",12.8817300,100.8817770,10:00:00,00:30:00,DLC,False
26,1578,203119,Pizza Com Nuenplabwhan,"No.13/237 Moo 5 Nongbue, Bangramung, Chonburi 20150",12.9312460,100.9085560,10:00:00,00:30:00,DLC,False
533,1595,201080,Pizza Com Central Pattaya,"Central Festival Pattaya Beach 6th Floor, Room 640-643R, No.333/99, Moo 9, Nongprue, Banglamung, Chonburi 20260",12.9351440,100.8831440,10:00:00,21:00:00,FSR,False
393,2535,203211,Pizza Com Pattaya Tai,"No.111/38-39 Moo 10 Soi Pattaya Tai 20, Pattaya Tai Rd., Nongprue, Banglamung, Chonburi 20150",12.9239070,100.8810080,10:00:00,00:30:00,DLC,False
565,1279,201001,Pizza Com Pattaya,"No.183/2-4 Moo 10 Liapchaihat Pattaya Rd., Nongbue, Banglamung, Chonburi 20260",12.9302980,100.8781670,10:00:00,22:00:00,FSR,False
582,2657,201135,Pizza Com Terminal 21 Pattaya,"Terminal 21 Pattaya, 3rd Floor, Room SH3016-17, No.777 Moo 6, Na Klua, Banglamung, Chonburi 20150",12.9502800,100.8886760,,,FSR,False
3,1577,203120,Pizza Com Nakrue,"No.307 Moo 5 Nakrue, Banglamung, Chonburi 20150",12.9598110,100.8938490,10:00:00,00:30:00,DLC,False
1150,2599,201133,Pizza Com Lotus Panusnikom,"1st Fl. Tesco Lotus Panusnikom, 140 Moo 1 Sukprayoon Rd., Kudngong, Panusnikom, Chonburi 20000",13.4465030,101.1696170,10:00:00,09:00:00,RBD,False
